	asin	product_name	helpful	rating	title	date	reviewer	reviewer_location	review_text	Class
608	 0553263218	 Свинар: Книги: Пол Зіндель	 	 5.0	 Інтернет-огляд Брекстона Карі	 7 листопада 2006 р	 	 	" Я читав «Свиню» Пола Зінделя для завдання на літні канікули. Загалом, я не люблю читати книги, але мене здивував гумор у цій книзі. Коли я читав його, мені довелося б перестати читати і я почав би сміятися. Це зайняло б деякий час, щоб заспокоїтись.

   Спочатку це почалося з Джона та Лотарингії, потім з ними почало траплятися багато дивного. Старий, що там, де вони намагалися розіграти дзвінок, насправді збирався дати їм гроші. Коли вони зустрічаються з ним, все змінилося. Вони там хвилювались, бо збрехали йому і не знали, що робити. Вони сказали йому правду і стали добрими друзями з Свинею. Вони називали його свинячим чоловіком, бо його звали містер Піньяті, і він зібрав сотні маленьких свинячих статуй.
           
          Джон і Лотарингія багато дізналися про важливість життя, коли полюбили Свиню. Ця сумна історія повинна навчити їх рухатись далі після смерті коханої людини."	pos
609	 0141390697	 Британія Артура (класична історія): Книги: Леслі Алкок	 14 з 14	 5.0	 Один з найкращих	 8 вересня 2004 р	 Джон Е. Мак	 Нью-Лондон, штат Міннесота, США	" Це одна з найкращих популярних історій, яку я коли-небудь читав. Будь то книга про історію Великої Британії V і VI століть з використанням Артура як принципу організації, або книга про ""справжнього"" Артура, що використовує історію V і VI століть як тло, ця книга є цілком переконливою щодо реальності Артура та історичний контекст, в якому він жив. Книга насправді може бути занадто хорошою. Найбільш переконливі докази, які вона наводить, - так звані британські великодні літописи, - здається, були поставлені під сумнів у подальших наукових дослідженнях; і зв’язок між Артуром і горою Бадон не настільки переконливий, як здається, коли Алькок писав книгу. Словом, цей шедевр потребує оновлення. Але це шедевр. Ніхто, хто з будь-якою увагою читає цю книгу, не може не відійти від неї без значно покращеного розуміння не лише британських темних віків, але і природи історичних свідчень, науковості та правди. Це чудова книга"	pos
610	 0811835162	 Соковиті шоколадні десерти: Книги: Лорі Лонгботем, Вільям Меппем (фотограф)	 4 з 4	 5.0	 Основна кулінарна книга для випічки	 16 листопада 2004 р	 Дж. Монтгомері	 Нью-Йорк	" Це приголомшлива кулінарна книга, навіть для таких людей, як я, які не є навченими пекарями. Мені вдалося зробити вже три рецепти - вони чудово працюють. Потрібно пройти довгий шлях, щоб спробувати безліч інших справді привабливих рецептів. Її книга також служить чудовим довідником до будь-чого шоколадного.

Я був дуже вражений тим фактом, що пані Лонботхем віддає історичне вшанування шоколадному декадансу (сторінка 42) як основоположному внеску для любителів шоколаду у всьому світі. Живучи на той час у Берклі, я добре пам’ятаю, яку сенсацію це спричинило."	pos
611	 0312352298	 Ти не ти: роман: Книги: Мішель Вільдген	 8 з 10	 4.0	 Догляд та приготування їжі: вибір коледжу	 21 грудня 2006 р	 Мікеле Коззенс	 Вісконсін / Тусон	" Ця історія мене одразу привернула завдяки сильному голосу та гарному написанню. Він чітко встановлює відчуття часу і місця (сучасний день у штаті Медісон, штат Вісконсин) і пропонує ""обіцянку"" близького погляду на повсякденне життя на останніх стадіях ALS (хвороба Лу Геріга) з точки зору особистого доглядача. Поки ми вчимося розуміти боротьбу пацієнта, Кейт, це більше стосується боротьби студентки, відомої під назвою ""Бек"", коли вона проходить емоційний шлях вступу у свою власну життя. Автор, Мішель Вільдген, виконує обіцянку.

Ця історія керується персонажами, і що змусило мене перегорнути сторінки, це не історія, яка часом була трохи повільною та не надихаючою. За винятком ""блакитної метелики"", додаткові сексуальні сцени відчували себе сторонніми. Далі, з самого початку можна здогадатися, що з точки зору стану Кейт не може бути `` щасливого '' кінця. Незважаючи на це, Уайлдген малює дуже реалістичну картину БАС і, безумовно, розміщує вас у кімнаті. Перегортати сторінки мене змусила здатність Уайлджен оживити кожного з її персонажів. Я дбав про них і хотів побачити, як вони впораються з прогресивною і остаточною загибеллю Кейт.

Бек - це оповідач, який вчиться під час руху (як піклуватися про Кейт, так і готувати їй для гостей / персоналу / сім’ї). Ми бачимо все її очима, особливо коли вона стає голосом Кейт. Назва ""Ти не ти"" походить від Кейт, коли вона просить Бека говорити за неї не просто перекладом. Другорядні персонажі також добре розвинені, зокрема чоловік Кейт, Еван, сусідка Бека, Джилл і, в меншій мірі, коханець Бека Ліам. Ліам, одружена викладачка, представляє інший вимір балакання Бек, і її пошуки, в певному сенсі, вибирають головну. Зрештою, історія стає засобом для подальшого напрямку вибору кар’єри Беком.

Я рекомендую як підказку для читання, так і для сильного письма та розвитку характеру. Крім того, якщо ви знаєте (або знали) когось із ALS, я вірю, що ви оціните знання та чуйність автора.

Від автора ""Рядок між друзями"", видавнича група McKenna"	pos
612	 080706887X	 Нові та вибрані вірші, том другий: Книги: Мері Олівер	 4 з 8	 5.0	 Керівництво для гарного життя.	 19 листопада 2005 р	" Вільям Віттманн LMP ""BodyAndSoulMentor.com"""	 Сіетл, Вашингтон, США	 Я кажу своїм клієнтам, які навчають життя, що навіть один із цих віршів дає любовний путівник щодо того, як жити своїм життям. Її вірш «Уважний» красномовно вказує шлях до радості та повноти для будь-кого. Так	pos
613	 0073031801	 Західний вітер: Вступ до поезії: Книги: Джон Фредерік Німс, Девід Мейсон	 2 з 4	 5.0	 Хороша антологія та міцне посилання	 2 вересня 2003 р	" ""що-в-імені"""	 Сібрук, Техас, США	 Ця книга чітко викладає поетичну техніку, залишаючись привітною та підбадьорливою. Мої студенти з поетичного творчості другого семестру використовують цю книгу як текст разом із мистецтвом та ремеслом поезії Майкла Дж. Бугея	pos
614	 1593372140	 Екстремальна їжа з низьким вмістом вуглеводів на ходу: Швидкі та казкові рішення, які допоможуть вам пережити день: Книги: Шаррон Лонг	 1 з 1	 5.0	 Пояснено таємничі інгредієнти	 31 квітня 2007 р	" Жаклін Оскар ""TruthAboutCaffeine.com"""	 Доступно на Amazon	 Ця кулінарна книга з низьким вмістом вуглеводів дає кілька нових підказок старих рецептів, пояснює загадкові інгредієнти тощо, яких інші книги з низьким вмістом вуглеводів не роблять	pos
615	 0671039164	 Антоній і Клеопатра (Бібліотека Фольгера Шекспіра): Книги: доктор Барбара А. Моват, Пол Верстін	 3 з 3	 5.0	 Політика та пристрасть.	 27 липня 2004 р	 Г. Мерріт	 Боулдер, Колорадо	" Нещодавно я перечитав ""АНТОНІЯ І КЛЕОПАТРУ"" перед тим, як відвідати виставу амбіційної п'єси під літніми зірками у Боулдері на Шекспірівському фестивалі в Колорадо. Взятий з англійської версії «Житій» Плутарха 1579 року сера Томаса Норта, Вільям Шекспір ​​(1552–1616) створив цю романтичну трагедію наприкінці своєї кар’єри, приблизно в 1607 році, і опублікував її в «Першому фоліо» в 1623 році. Вона розповідає про приречений роман між двоє харизматичних закоханих, римський полководець Марк Антоній та захоплююча королева Єгипту (і колишня коханка Юлія Цезаря) Клеопатра. Коли його дружина Фульвія несподівано помирає, Антонія викликають з Єгипту до Риму, щоб виправити політичний розрив з Октавієм, одружившись на його недавно овдовілій сестрі Октавії. Звичайно, ця новина викликає гнів пристрасної Клеопатри. Вона виливає злість на месенджер, але швидко усвідомлює, що Октавія не є для неї справжнім суперником, коли справа стосується краси. Однак незабаром Антоній повертається своїм серцем до рук Клеопатри, кидаючи нову дружину в Афінах. Це призводить до війни, коли Октавій оголошує війну Єгипту. Після того, як Октавій врешті перемагає Антонія в Олександрії, Клеопатра надсилає неправдиве повідомлення про своє самогубство, що спонукає Антонія до смертельного поранення. Антоній вмирає на руках у свого коханого, і замість того, щоб підкорятися римському правлінню під новим Цезарем (Октавієм), розбита серцем Клеопатра просить доставити їй отруйну змію в кошику з інжиром. Врешті-решт, «АНТОНІЙ І КЛЕОПАТРА» - це так само про нові іскри, що запалюють полум’я любові, як про нові політичні сили, що витісняють старі політичні режими. Це вистава, яка нагадує мені, що, можливо, краще перечитати і зрозуміти Шекспіра, ніж з’їдати один бестселер після наступного.
   
Г. Мерріт"	pos
616	 0394769120	 Сто копійок: Книги: Шерон Белл Матіс	 6 із 7	 5.0	 Озираючись назад	 31 квітня 2005 р	 Майбутній вчитель	 Нью-Йорк, США	 Я читав «Сто копійок», коли 13 років тому навчався у третьому класі. Його послання любові та пам’яті залишились зі мною і продовжуватимуть це робити назавжди. Я створив свою власну «Копейку» і щойно зробив одну для новонародженого сина друга. У мого діда нещодавно діагностували альцгеймера, хворобу, якою я страждала пра-пра-тітка Дью. Я на Великдень відніс свій старий щурячий примірник книги до нього додому. Ми читали це разом і обговорювали його власні спогади протягом багатьох років. Поки його пам’ять згасає, я відчував, що важливо почути їх самих, полюбити і зберегти у власній пам’яті, як це зробив Майкл для тітки Роси. Я рекомендую цю книгу будь-якій дитині, яка втрачає бабусю і дідуся та кожному, хто потребує хорошої, зворушливої ​​історії	pos
617	 078627381X	 Цілу ніч: Книги: Джейн Енн Кренц	 2 з 14	 4.0	 Хороша, але малоймовірна книга ...	 2 серпня 2006 р	" Аманда ""МАНДА"""	 ОХІО	 Книга мені сподобалась, але ви також повинні розглянути кінцевого вбивцю ... Це взагалі логічно ?? Сенатору виповнилося п’ятдесят років, і так скільки років його батькові? Якби у нього був сенатор, коли йому було двадцять, йому довелося б бути 77. Чи справді розумно, що він бігає, вбиваючи людей, і підпалює будинки. Це був дуже малоймовірний поворот до кінця. Це все ще була гарна книга	pos
618	 1931082030	 Карсон Маккаллер: Повні романи: Серце - самотній мисливець / Роздуми в золотому оці / Балада про сумне кафе / Член весілля / Годинник без рук (Бібліотека Америки): Книги: Карсон Маккаллерс	 17 з 18	 5.0	 Чудові Маккаллери	 11 березня 2002 р	" cdset ""cdset"""	 Сайлорсбург, Пенсільванія, США	" Карсона Маккаллерса, одного з найбільших американських письменників з Півдня, часто не розуміли, оскільки багато людей відштовхувались або не бажали мати справу з нею (на той час) спірною темою. MCCullers використовували гротеск як перебільшені символи повсякденного досвіду. Самотність та замкнутість її готичних персонажів були лише екстремальними прикладами почуттів, які ми всі маємо, хоча вони збільшувались і посилювались до n-го ступеня.

Теннессі Вільямс у своєму вступі до ""Роздумів у золотому оці"" MCCullers поставив запитання (у фальшивому діалозі), яке більшість людей задавали про письменників ""готичної"" школи, таких як Карсон Маккаллерс, Фланнери О'Коннор, Кетрін Енн Портер та Еудора Велті: ""Чому вони пишуть про такі страшні речі?"" Вільямс відповідає: ""На мою думку, це найпростіше визначити як сенс, інтуїцію основної страшності в сучасному суспільстві .. Чому вони повинні використовувати символи гротеску та насильства? Оскільки книга коротка і життя людини довге ... Жахливість потрібно стискати "".

Маккаллерс, на відміну від будь-якого письменника, якого я коли-небудь читав, пронизує серце таких тем, як любов, замкнутість та самотність, своєю просвітницькою, поетичною прозою. Теннессі Вільямс у біографії Вірджинії Спенсер Карр про Маккаллера резюмував написання Маккаллера наступним чином: ""Я використав слово"" серце "", але це не є адекватним словом, щоб описати суть генія Карсона Маккаллера .... , насправді я знаю, що є багато-багато людей із серцем, яким бракує потреби або дару, щоб висловити це. І тому Карсон Маккаллер - це те, що я б назвав необхідним письменником: їй належало серце і глибоке розуміння цього, Крім того, у неї був той «ангельський язик», який давав їй силу співати його, робити з нього гімн."	pos
619	 0679951016	 Джуні Б. Джонс Деякі підлі піки (Джуні Б. Джонс 4, Бібліотека): Книги: Барбара Парк	 3 з 3	 5.0	 Призводить до якісного проведення часу з моїм сином	 18 травня 2000 р	 Мама середнього школяра	 Колорадо	" Це улюблена книга мого сина в дитячому садку Джуні Б., хоча він їх усіх любить. Він голосно сміється з витівок Джуні Б і любить вказувати на її граматичні помилки. Я люблю книги Джуні Б., оскільки це допомагає розпочати розмову з моїм сином про його дитячий садок. Я буду задавати запитання типу: ""Хто-небудь у вашому класі коли-небудь робив щось подібне"". Ця конкретна книга призвела до цікавих дискусій про те, як дорослі теж роблять помилки та чи потрапляє хтось до в'язниці за незначний злочин (це все, що я скажу, не віддаючи його). Насолоджуйтесь Джуні Б. - вона чарівна"	pos
620	 1891369377	 Біг крізь стіну: Особисті зустрічі з Ультрамарафоном: Книги: Ніл Джемісон	 	 5.0	 Чудовий мотиватор і чудове читання	 20 квітня 2007 р	" Кевін Мілль ""Кевін М"""	 Район затоки Сан-Франциско	 Якщо ви бігун на витривалість, це чудова книга для вас. Це дало мені багато ідей для різних рас для бігу і стало для мене чудовим мотиватором	pos
621	 0061057460	 Найкращий SF 2 року: Книги: Девід Г. Хартвелл	 1 з 1	 4.0	 Я волів би, щоб це був та quot; найкращий SF за місяць та quot;	 20 січня 1999 р	 	 	 Він починається даниною пам’яті Х. Г. Уеллсу і закінчується даниною поваги Жюлю Верну. Посередині ще 18 історій, що охоплюють сторону в бік спектра СФ, і, хоча вони, можливо, не всі в уподобаннях читача, впевнені варто прочитати, якщо не спонукати до роздумів. Говорячи про уподобання, я не можу не згадати про Террі Біссона та quot; У верхній кімнаті та quot; та Деймона Найта та quot; Життя редагувати та quot; як найкраща партія. З нетерпінням чекайте номер 3, і 4, і ..	pos
622	 0892960493	 Спеціальність будинку та інші історії: Повні загадкові казки, 1948-1978: Книги: Стенлі Еллін	 3 з 3	 5.0	 Одна з моїх улюблених книг	 3 серпня 2005 р	 Фріц Гріффіоен	 Перрісбург, Огайо	" Я натрапив на цю книгу, перебуваючи у відпустці в каюті в Міннесоті. Я прочитав цілу річ за два дні, і мені так сподобалось, що я думав взяти її з собою!

Це було ще до Інтернету, і мені знадобилося дев’ять років, щоб знайти його копію, яку я міг би купити. Варто було почекати.

Це одні з найкращих новел, які я коли-небудь читав. Вони дуже добре написані, оригінальні та захоплюючі казки, які цікаво читати та перечитувати. Якби тільки було більше таких письменників, як містер Еллін"	pos
623	 0380799189	 Змова мовчання: Книги: Кевін Д. Рендл	 2 з 2	 5.0	 Це змушує задуматися	 10 червня 1998 р	 	 	 Я знав, що уряд трохи кривий ... але коли я прочитав це ... ну ... скажімо, я більше не довіряю уряду. Це дуже чудова книга, яка містить інформацію, яку ви могли пропустити	pos
624	 0375832785	 Звуки тварин (Золота міцна книга): Книги: Золоті книги, Аврелій Батталья	 2 з 2	 5.0	 Все ще фаворит після 4 дітей	 27 листопада 2002 р	 	 	 Це наша улюблена дитяча книга для читання разом із нашою дитиною / маленькою дитиною. Кожна з наших дітей, у віці від 9 місяців до трьох років, любила цю книгу. Ми купуємо це як подарунок для всіх новонароджених	pos
625	 1590596323	 Експерт C # 2005 Business Objects, друге видання: Книги: Рокфорд Лотка	 0 з 1	 5.0	 Обов’язково для кожного, хто розробляє програмне забезпечення для бізнесу	 9 листопада 2006 р	 Ендрю Дж. Лейхтл	 США	 Ця книга дає велике розуміння сучасних концепцій розвитку бізнесу та техніки дизайну. Наданий фреймворк заощадить години, витрачені на побудову загальних бібліотек або фреймворків. Підтримка галузі через CodePlex та форум форуму CSLA свідчить про цінність, яку вона надає.	pos
